Identifiant du lieu;Année du tournage;Type de tournage;Titre;Réalisateur;Producteur;Localisation de la scène;Code postal;Date de début;Date de fin;Coordonnée en X;Coordonnée en Y;geo_shape;geo_point_2d
2020-626;2020;Série Web;VIRTUE;FABIEN DUFILS;FULLTIMESTUDIO;1 rue catulle mendès, 75017 paris;75017;2020-10-12;2020-10-12;2.2917607;48.88621326;"{""coordinates"": [2.291760696738044, 48.88621325842882], ""type"": ""Point""}";48.88621325842882, 2.291760696738044
2020-637;2020;Série TV;Validé Saison 2;Franck Gastambide / David Diane;Mandarin Télévision - Validé saison 2;77 rue saint-denis, 75001 paris;75001;2020-10-19;2020-10-19;2.34905979;48.8617476;"{""coordinates"": [2.34905978901516, 48.86174760299808], ""type"": ""Point""}";48.86174760299808, 2.34905978901516
2020-657;2020;Série Web;Cache cache 2;Theodore Bonnet;UNFOLD;place denfert-rochereau, 75014 paris;75014;2020-10-20;2020-10-20;2.33315064;48.83394129;"{""coordinates"": [2.333150640844954, 48.83394129288673], ""type"": ""Point""}";48.83394129288673, 2.333150640844954
2019-92;2019;Long métrage;Kizie aur Manny;Mukesh Chhabra;Jet Films Paris;7 rue de l'echelle, 75001 paris;75001;2019-01-11;2019-01-12;2.33420223;48.86402794;"{""coordinates"": [2.334202231928075, 48.86402794039323], ""type"": ""Point""}";48.86402794039323, 2.334202231928075
2019-112;2019;Long métrage;Passion Simple;Danielle Arbid;LES FILMS PELLEAS;3 boulevard de l'yser, 75017 paris;75017;2019-02-18;2019-02-18;2.28886027;48.88551168;"{""coordinates"": [2.288860272823944, 48.885511682926236], ""type"": ""Point""}";48.885511682926236, 2.288860272823944
2019-121;2019;Long métrage;LA PREMIERE SEANCE;Justine TRIET;LES FILMS PELLEAS;pont charles de gaulle, 75012 paris;75012;2019-01-29;2019-01-29;2.36913602;48.84258571;"{""coordinates"": [2.369136015986842, 48.84258570428102], ""type"": ""Point""}";48.84258570428102, 2.369136015986842
2016-509;2016;Série TV;ENGRENAGES SAISON 6/N° 7 A 12;FREDERIC MERMOUD;SON ET LUMIERE;ECOLE  MATERNELLE D'ARTAGNAN;75012;2016-11-18;2016-11-18;2.38604;48.845405;"{""coordinates"": [2.386040000312745, 48.84540500008956], ""type"": ""Point""}";48.84540500008956, 2.386040000312745
2016-513;2016;Long métrage;LA FILLE DE BREST;EMMANUELLE BERCOT;HAUT ET COURT;101  RUE  DE L'UNIVERSITE (ASSEMBLEE NATIONALE);75007;2016-02-05;2016-02-05;2.320283;48.861153;"{""coordinates"": [2.320282999887118, 48.86115299975392], ""type"": ""Point""}";48.86115299975392, 2.320282999887118
2016-516;2016;Long métrage;BEFIKRE;ADITYA CHOPRA;FIRSTEP;RUE  NORVINS;75018;2016-02-25;2016-02-25;2.339533;48.887076;"{""coordinates"": [2.3395330002178802, 48.887076000403134], ""type"": ""Point""}";48.887076000403134, 2.3395330002178802
2016-550;2016;Long métrage;ON THE FRENCH RIVIERA;ALAN SWYER;BELLE EPOQUE FILMS;PLACE  DAUPHINE;75001;2016-08-29;2016-08-29;2.342303;48.856822;"{""coordinates"": [2.34230300001323, 48.85682199991361], ""type"": ""Point""}";48.85682199991361, 2.34230300001323
2016-577;2016;Série TV;10%/SAISON 2;JEANNE HERRY;MON VOISIN PRODUCTIONS;4 ET 25  RUE  DE L'ERMITAGE;75020;2016-09-14;2016-09-14;2.391437;48.870162;"{""coordinates"": [2.391436999723408, 48.87016199974881], ""type"": ""Point""}";48.87016199974881, 2.391436999723408
2016-602;2016;Série TV;THE PACKAGE;CHANG KEUN CHUN;BH PARIS MEDIA PRODUCTIONS;PARC  DU CHAMP DE MARS;75007;2016-10-12;2016-10-12;2.304772;48.854395;"{""coordinates"": [2.304771999661774, 48.854394999734865], ""type"": ""Point""}";48.854394999734865, 2.304771999661774
2016-2083;2016;Long métrage;EMBRASSE MOI;CYPRIEN VIAL;NOLITA CINEMA;45  RUE  DU CARDINAL LEMOINE;75005;2016-07-22;2016-07-22;2.35259;48.847118;"{""coordinates"": [2.352590000542725, 48.84711800043208], ""type"": ""Point""}";48.84711800043208, 2.352590000542725
2016-2085;2016;Long métrage;MARIAGE BLANC;TAREK BOUDALI;AXEL FILMS;43  AVENUE  DE LA GRANDE ARMEE;75016;2016-08-26;2016-08-26;2.289295;48.875244;"{""coordinates"": [2.289294999579753, 48.87524399972337], ""type"": ""Point""}";48.87524399972337, 2.289294999579753
2016-2118;2016;Série TV;NOIR ENIGMA;MANUEL BOURSINHAC;ASTHARTE ET COMPAGNIE;1  PLACE  DE L'ESTRAPADE;75005;2016-01-13;2016-01-14;2.345069;48.845058;"{""coordinates"": [2.345068999454305, 48.845058000261425], ""type"": ""Point""}";48.845058000261425, 2.345068999454305
2016-2127;2016;Série TV;CHRONIQUES PARISIENNES;ZABOU BREITMAN;LES FILMS DU KIOSQUE;RUE  ROYALE;75008;2016-12-29;2016-12-29;2.323204;48.867991;"{""coordinates"": [2.323203999995955, 48.8679910001194], ""type"": ""Point""}";48.8679910001194, 2.323203999995955
2016-2146;2016;Long métrage;LA SAGE FEMME;MARTIN PROVOST;CURIOSA FILMS;RUE  DES FILLETTES;75018;2016-05-24;2016-05-24;2.363214;48.894334;"{""coordinates"": [2.363213999775716, 48.89433400012544], ""type"": ""Point""}";48.89433400012544, 2.363213999775716
2016-2149;2016;Long métrage;THE ESCAPE;DOMINIC SAVAGE;HANNA FILMS;RUE  DE ROHAN;75001;2016-10-21;2016-10-21;2.335442;48.862929;"{""coordinates"": [2.335441999845547, 48.86292900002414], ""type"": ""Point""}";48.86292900002414, 2.335441999845547
2020-694;2020;Long métrage;Les Jeunes Amants;Carine Tardieu;EX NIHILO;place des combattants en afrique du nord, 75012 paris;75012;2020-10-22;2020-10-22;2.37266728;48.84571511;"{""coordinates"": [2.37266727982152, 48.8457151133873], ""type"": ""Point""}";48.8457151133873, 2.37266727982152
2020-695;2020;Long métrage;Les Jeunes Amants;Carine Tardieu;EX NIHILO;2 rue emile gilbert, 75012 paris;75012;2020-10-22;2020-10-22;2.37340274;48.84608091;"{""coordinates"": [2.373402742771212, 48.84608090524401], ""type"": ""Point""}";48.84608090524401, 2.373402742771212
2020-738;2020;Série TV;UNE MERE PARFAITE;FRED GARSON;QUAD DRAMA - UNE MERE PARFAITE;22 rue médéric, 75017 paris;75017;2020-10-28;2020-10-29;2.30387111;48.88081188;"{""coordinates"": [2.303871106891277, 48.88081187916648], ""type"": ""Point""}";48.88081187916648, 2.303871106891277
2020-741;2020;Long métrage;8 Rue de l'Humanité;Dany BOON;PATHÉ PROD EXÉ;5 passage thiéré, 75011 paris;75011;2020-11-09;2020-11-10;2.37450164;48.85353303;"{""coordinates"": [2.374501641708521, 48.85353303306579], ""type"": ""Point""}";48.85353303306579, 2.374501641708521
2020-754;2020;Long métrage;COULEURS DE L'INCENDIE;Clovis Cornillac;GAUMONT C/0 GAUMONT PRODUCTION;rue malebranche, 75005 paris;75005;2020-11-02;2020-11-02;2.34270002;48.84628825;"{""coordinates"": [2.342700021107344, 48.84628825207046], ""type"": ""Point""}";48.84628825207046, 2.342700021107344
2019-387;2019;Série TV;CADRES NOIRS;Ziad DOUEIRI;MANDARIN TELEVISION;56 avenue de choisy, 75013 paris;75013;2019-04-05;2019-04-05;2.3625721;48.82310254;"{""coordinates"": [2.362572101710445, 48.82310254104574], ""type"": ""Point""}";48.82310254104574, 2.362572101710445
2019-722;2019;Long métrage;TOUT SIMPLEMENT NOIR;John WAX, Jean-Pascal ZADI;GAUMONT CHEZ GAUMONT PRODUCTION;place vendôme, 75001 paris;75001;2019-06-28;2019-06-28;2.3292215;48.86726685;"{""coordinates"": [2.329221504428915, 48.86726684964195], ""type"": ""Point""}";48.86726684964195, 2.329221504428915
2019-1685;2019;Série Web;SKAM SAISON 5 ET 6 SEMAINE 8 SUR 9bis;;GETEVE PRODUCTIONS;2 rue sorbier, 75020 paris;75020;2019-11-29;2019-11-30;2.38950079;48.86848738;"{""coordinates"": [2.389500790350359, 48.868487380764286], ""type"": ""Point""}";48.868487380764286, 2.389500790350359
2019-344;2019;Téléfilm;Splendor in a glass;Alex Zamm;FREE DOLPHIN PRODUCTIONS;place de la concorde, 75008 paris;75008;2019-04-01;2019-04-01;2.32053484;48.8666995;"{""coordinates"": [2.320534842202644, 48.866699494682805], ""type"": ""Point""}";48.866699494682805, 2.320534842202644
2016-302;2016;Série TV;THE PACKAGE;CHANG KEUN CHUN;BH PARIS MEDIA PRODUCTIONS;5/20  RUE  CHARLES RENOUVRIER;75020;2016-10-19;2016-10-19;2.399801;48.861559;"{""coordinates"": [2.399800999422362, 48.86155900022062], ""type"": ""Point""}";48.86155900022062, 2.399800999422362
2016-308;2016;Série TV;LA VIE DEVANT ELLES/SAISON 2;GABRIEL AGHION;CINETEVE;2  RUE  DE L'YVETTE;75016;2016-06-10;2016-06-10;2.267806;48.852673;"{""coordinates"": [2.26780599982185, 48.852672999923044], ""type"": ""Point""}";48.852672999923044, 2.26780599982185
2016-311;2016;Long métrage;DJANGO MELODIES;ETIENNE COMAR;CURIOSA FILMS;51  AVENUE  D'IENA;75016;2016-03-04;2016-03-04;2.295387;48.870082;"{""coordinates"": [2.295387000667266, 48.87008199957235], ""type"": ""Point""}";48.87008199957235, 2.295387000667266
2016-334;2016;Série TV;ALICE NEVERS LE JUGE EST UNE FEMME/86 ET 87;CHRISTOPHE DELPIAS;EGO PRODUCTION;22  RUE  DES BELLES FEUILLES;75016;2016-11-25;2016-11-25;2.282226;48.866739;"{""coordinates"": [2.282226000566668, 48.86673900010187], ""type"": ""Point""}";48.86673900010187, 2.282226000566668
2016-343;2016;Long métrage;FREED;JAMES FOLEY;PENINSULA FILM;PLACE  DU CARROUSEL;75001;2016-07-19;2016-07-20;2.345678;48.862265;"{""coordinates"": [2.34567799990542, 48.86226500002237], ""type"": ""Point""}";48.86226500002237, 2.34567799990542
2016-388;2016;Long métrage;VIVE LA CRISE;JEAN FRANCOIS DAVY;LES FILMS MONTAIGNE;27/49  AVENUE  DE L'OPERA;75002;2016-05-30;2016-05-30;2.332426;48.869818;"{""coordinates"": [2.332425999530406, 48.86981799954933], ""type"": ""Point""}";48.86981799954933, 2.332425999530406
2016-391;2016;Long métrage;JOUR J;REEM KHERICI;MANDARIN FILMS;5  AVENUE  DES CHASSEURS;75017;2016-07-29;2016-07-29;2.306089;48.887094;"{""coordinates"": [2.30608899938879, 48.88709399968598], ""type"": ""Point""}";48.88709399968598, 2.30608899938879
2016-1882;2016;Long métrage;ON THE FRENCH RIVIERA;ALAN SWYER;BELLE EPOQUE FILMS;RUE  DE LA COLOMBE;75004;2016-08-29;2016-08-29;2.350453;48.854578;"{""coordinates"": [2.350452999718331, 48.85457799970931], ""type"": ""Point""}";48.85457799970931, 2.350452999718331
2016-1887;2016;Long métrage;LA DOULEUR;EMMANUEL FINKIEL;LES FILMS DU POISSON;PLACE  MARTIN NADAUD;75020;2016-10-25;2016-10-25;2.394757;48.865145;"{""coordinates"": [2.394756999473867, 48.86514500030629], ""type"": ""Point""}";48.86514500030629, 2.394756999473867
2016-1904;2016;Long métrage;PLONGER;MELANIE LAURENT;MOVE MOVIE;RUE  DE MALTE;75011;2016-04-07;2016-04-07;2.367713;48.86563;"{""coordinates"": [2.367712999632901, 48.86562999960584], ""type"": ""Point""}";48.86562999960584, 2.367712999632901
2016-1911;2016;Série TV;LEBOWITZ CONTRE LEBOWITZ/9 A 12;CHRISTOPHE BARRAUD;CHABRAQUE PRODUCTIONS;113  AVENUE  LEDRU ROLLIN;75011;2016-10-31;2016-10-31;2.377002;48.853091;"{""coordinates"": [2.377001999751529, 48.85309100035873], ""type"": ""Point""}";48.85309100035873, 2.377001999751529
2016-1943;2016;Série TV;ENGRENAGES SAISON 6/N° 7 A 12;FREDERIC MERMOUD;SON ET LUMIERE;23/35  RUE  DU COLONEL ROZANOFF;75012;2016-11-21;2016-11-21;2.387108;48.846198;"{""coordinates"": [2.387107999857773, 48.846197999737534], ""type"": ""Point""}";48.846197999737534, 2.387107999857773
2020-762;2020;Long métrage;Rosa;Aurélie Saada;SILEX;32 rue dareau, 75014 paris;75014;2020-11-06;2020-11-07;2.3363982;48.83086633;"{""coordinates"": [2.336398195564202, 48.830866333141124], ""type"": ""Point""}";48.830866333141124, 2.336398195564202
2020-809;2020;Long métrage;8 Rue de l'Humanité;Dany BOON;PATHÉ PROD EXÉ;place de la bastille, 75011 paris;75011;2020-11-09;2020-11-11;2.36934747;48.8534728;"{""coordinates"": [2.369347465296149, 48.85347280132524], ""type"": ""Point""}";48.85347280132524, 2.369347465296149
2020-810;2020;Long métrage;ROBUSTE;CONSTANCE MEYER;DHARAMSALA;10 rue vergniaud, 75013 paris;75013;2020-11-25;2020-11-25;2.34564537;48.82951635;"{""coordinates"": [2.345645365407602, 48.82951634827254], ""type"": ""Point""}";48.82951634827254, 2.345645365407602
2020-821;2020;Série TV;Arsène Lupin;Hugo GÉLIN;Gaumont production télévision;58 quai des orfèvres, 75001 paris;75001;2020-11-11;2020-11-12;2.34193692;48.85640827;"{""coordinates"": [2.341936917319847, 48.856408273752805], ""type"": ""Point""}";48.856408273752805, 2.341936917319847
2020-835;2020;Long métrage;MES TRÈS CHERS ENFANTS;ALEXANDRA LECLÈRE;LES FILMS DU 24;35 avenue du général sarrail, 75016 paris;75016;2020-11-13;2020-11-13;2.25558316;48.84372895;"{""coordinates"": [2.255583157551355, 48.843728953162795], ""type"": ""Point""}";48.843728953162795, 2.255583157551355
2021-8;2021;Long métrage;LE PROCESSUS DE PAIX;Ilan KLIPPER;CINEFRANCE STUDIOS;17 rue de la folie-méricourt, 75011 paris;75011;2021-01-04;2021-01-06;2.37382999;48.86218514;"{""coordinates"": [2.373829987615875, 48.86218514357042], ""type"": ""Point""}";48.86218514357042, 2.373829987615875
2021-12;2021;Téléfilm;FUGUEUSE - SEMAINE 11 SUR 12;JEROME CORNUAU;VEMA PRODUCTION;6 rue pierre fontaine, 75009 paris;75009;2021-01-04;2021-01-07;2.3349247699999998;48.88077351;"{""coordinates"": [2.33492476800869, 48.88077351300363], ""type"": ""Point""}";48.88077351300363, 2.33492476800869
2021-13;2021;Long métrage;FEU!!;Claire Denis;Curiosa Films;boulevard périphérique, 75014 paris;75014;2021-01-18;2021-01-18;2.32941625;48.81936241;"{""coordinates"": [2.329416251465688, 48.819362406912504], ""type"": ""Point""}";48.819362406912504, 2.329416251465688
2021-32;2021;Série TV;Luther;David Morley;STORIA TELEVISION Luther;1 rue baltard, 75001 paris;75001;2021-01-18;2021-01-18;2.34632008;48.86215792;"{""coordinates"": [2.346320083937933, 48.86215791705506], ""type"": ""Point""}";48.86215791705506, 2.346320083937933
2016-2300;2016;Long métrage;ALIBI.COM;PHILIPPE LACHEAU;FECHNER FILMS;SQUARE  JEAN AICARD;75011;2016-05-25;2016-05-25;2.381095;48.865696;"{""coordinates"": [2.3810950000811513, 48.86569600019463], ""type"": ""Point""}";48.86569600019463, 2.3810950000811513
2016-2303;2016;Long métrage;MON POUSSIN;FREDERIC FORESTIER;LES FILMS DU 24;SQUARE  NADAR;75018;2016-04-04;2016-04-04;2.349552;48.8925;"{""coordinates"": [2.349552000247243, 48.89250000015073], ""type"": ""Point""}";48.89250000015073, 2.349552000247243
2016-2328;2016;Long métrage;UNE SAISON EN FRANCE;MAHAMAT-SALEH HAROUN;PILI FILMS;CIMETIERE*  DE THIAIS;94320;2016-11-23;2016-11-23;2.369363;48.764193;"{""coordinates"": [2.369362999320216, 48.764193000193025], ""type"": ""Point""}";48.764193000193025, 2.369362999320216
2016-2330;2016;Long métrage;GAUGUIN;EDOUARD DELUC;MOVE MOVIE;PASSAGE  BEN AIAD;75002;2016-12-08;2016-12-08;2.350008;48.867969;"{""coordinates"": [2.350008000028931, 48.86796900020797], ""type"": ""Point""}";48.86796900020797, 2.350008000028931
2016-2334;2016;Série TV;MAGIC KIDS;JEAN LUC BERTRAND;ELECTRON LIBRE PRODUCTIONS;PARC  DE BERCY;75012;2016-04-28;2016-04-29;2.380547;48.836091;"{""coordinates"": [2.380547000376365, 48.83609100004016], ""type"": ""Point""}";48.83609100004016, 2.380547000376365
2016-2379;2016;Long métrage;SEULS;DAVID MOREAU;ECHO FILMS;FOIRE  DU TRONE;75012;2016-04-13;2016-04-13;2.398097;48.847795;"{""coordinates"": [2.398097000431932, 48.84779499982311], ""type"": ""Point""}";48.84779499982311, 2.398097000431932
2020-838;2020;Long métrage;MES TRÈS CHERS ENFANTS;ALEXANDRA LECLÈRE;LES FILMS DU 24;7 rue raffaëlli, 75016 paris;75016;2020-11-13;2020-11-13;2.25567522;48.84317824;"{""coordinates"": [2.255675218453227, 48.843178238253664], ""type"": ""Point""}";48.843178238253664, 2.255675218453227
2020-853;2020;Série TV;LES RIVIERES POURPRES;Virginie SAUVEUR;STORIA TELEVISION;4 rue emile richard, 75014 paris;75014;2020-11-18;2020-11-18;2.3276861699999998;48.83623284;"{""coordinates"": [2.327686172072741, 48.83623284145963], ""type"": ""Point""}";48.83623284145963, 2.327686172072741
2020-891;2020;Série Web;FRANCOEUR - CHASSEUR DE REVE;BOUVARD VIRET;THOMAS BOUVARD;place monge, 75005 paris;75005;2020-11-14;2020-11-15;2.35223074;48.84324528;"{""coordinates"": [2.352230735695962, 48.84324527429481], ""type"": ""Point""}";48.84324527429481, 2.352230735695962
2020-900;2020;Long métrage;COULEURS DE L'INCENDIE;Clovis Cornillac;GAUMONT C/0 GAUMONT PRODUCTION;place du marché sainte-catherine, 75004 paris;75004;2020-11-09;2020-11-09;2.3628842;48.85550584;"{""coordinates"": [2.362884202094488, 48.855505838630265], ""type"": ""Point""}";48.855505838630265, 2.362884202094488
2020-907;2020;Série Web;SKAM 7-8;Shirley Monsarrat;GETEVE PRODUCTIONS - SKAM 7-8;passerelle simone de beauvoir, 75013 paris;75013;2020-11-24;2020-11-24;2.3780218;48.83523695;"{""coordinates"": [2.3780218043444252, 48.83523695114118], ""type"": ""Point""}";48.83523695114118, 2.3780218043444252
2021-52;2021;Long métrage;LE PROCESSUS DE PAIX;Ilan KLIPPER;CINEFRANCE STUDIOS;1 route de ceinture du lac daumesnil, 75012 paris;75012;2021-01-27;2021-01-27;2.41875175;48.82925635;"{""coordinates"": [2.418751750397893, 48.829256349815566], ""type"": ""Point""}";48.829256349815566, 2.418751750397893
2021-69;2021;Long métrage;Le dernier Coup;Christopher Glover;;9 rue d'aguesseau, 75008 paris;75008;2021-01-23;2021-01-23;2.31933211;48.87022619;"{""coordinates"": [2.319332112686747, 48.87022618594775], ""type"": ""Point""}";48.87022618594775, 2.319332112686747
2021-99;2021;Long métrage;STELLA EST AMOUREUSE;Sylvie Verheyde;ATELIER DE PRODUCTION;53 boulevard auguste blanqui, 75013 paris;75013;2021-02-16;2021-02-16;2.35017936;48.82931998;"{""coordinates"": [2.350179359533603, 48.829319976431506], ""type"": ""Point""}";48.829319976431506, 2.350179359533603
2016-827;2016;Long métrage;BEFIKRE;ADITYA CHOPRA;FIRSTEP;AVENUE  WINSTON CHURCHILL;75008;2016-05-17;2016-05-17;2.313763;48.86609;"{""coordinates"": [2.313763000127544, 48.86609000017821], ""type"": ""Point""}";48.86609000017821, 2.313763000127544
2016-846;2016;Série TV;CHEFS - SAISON 2;ARNAUD MALHERBE;CALT PRODUCTION;3  RUE  DE CASTIGLIONE;75001;2016-03-23;2016-03-25;2.327482;48.865715;"{""coordinates"": [2.327481999512453, 48.86571500012968], ""type"": ""Point""}";48.86571500012968, 2.327481999512453
2016-851;2016;Long métrage;BEFIKRE;ADITYA CHOPRA;FIRSTEP;RUE  DE L'HOTEL DE VILLE;75004;2016-02-26;2016-02-26;2.354821;48.854714;"{""coordinates"": [2.354821000615004, 48.85471399997408], ""type"": ""Point""}";48.85471399997408, 2.354821000615004
2016-857;2016;Long métrage;LES CARNIVORES;JEREMIE RENIER;CHI FOU MI PRODUCTIONS;105  RUE  DU FAUBOURG DU TEMPLE/LA JAVA;75010;2016-07-29;2016-07-29;2.373872;48.871005;"{""coordinates"": [2.373872000577051, 48.87100499976389], ""type"": ""Point""}";48.87100499976389, 2.373872000577051
2016-871;2016;Long métrage;PLONGER;MELANIE LAURENT;MOVE MOVIE;RUE  YVES TOUDIC;75010;2016-05-19;2016-05-19;2.363473;48.87013;"{""coordinates"": [2.363472999701807, 48.87013000014278], ""type"": ""Point""}";48.87013000014278, 2.363472999701807
2016-2412;2016;Long métrage;PLONGER;MELANIE LAURENT;MOVE MOVIE;RUE  DU FAUBOURG DU TEMPLE;75011;2016-04-07;2016-04-07;2.37096;48.869933;"{""coordinates"": [2.370959999429341, 48.869933000424], ""type"": ""Point""}";48.869933000424, 2.370959999429341
2016-2419;2016;Long métrage;BAD BUZZ;STEPHANE KAZANDJIAN;ECHO FILMS;35  RUE  DES RENAUDES;75017;2016-07-25;2016-07-25;2.297179;48.881049;"{""coordinates"": [2.297179000233012, 48.88104900028156], ""type"": ""Point""}";48.88104900028156, 2.297179000233012
2016-2437;2016;Long métrage;MARIE FRANCINE;VALERIE LEMERCIER;RECTANGLE PRODUCTIONS;11  RUE  PIRANDELLO;75013;2016-04-20;2016-04-20;2.355895;48.836476;"{""coordinates"": [2.35589499960534, 48.83647599995433], ""type"": ""Point""}";48.83647599995433, 2.35589499960534
2016-2444;2016;Long métrage;IL A DEJA TES YEUX;LUCIEN JEAN BAPTISTE;NOLITA CINEMA;RUE  AFFRE;75018;2016-02-10;2016-02-10;2.355678;48.886376;"{""coordinates"": [2.3556779998750432, 48.88637599974333], ""type"": ""Point""}";48.88637599974333, 2.3556779998750432
2016-2480;2016;Série TV;MUNCH;GABRIEL LAFERRIERE;EXILENE FILMS;PARC  MONTSOURIS;75014;2016-06-07;2016-06-07;2.334367;48.822372;"{""coordinates"": [2.334366999409095, 48.82237200034331], ""type"": ""Point""}";48.82237200034331, 2.334366999409095
