Identifiant du lieu;Année du tournage;Type de tournage;Titre;Réalisateur;Producteur;Localisation de la scène;Code postal;Date de début;Date de fin;Coordonnée en X;Coordonnée en Y;geo_shape;geo_point_2d
2016-1287;2016;Série TV;L'ART DU CRIME;CHARLOTTE BRANDSTROM;GAUMONT TELEVISION;143  RUE  SAINT HONORE/TABAC BRASSERIE L'ORATOIRE;75001;2016-07-12;2016-07-12;2.340608;48.861797;"{""coordinates"": [2.340608000188076, 48.86179700020304], ""type"": ""Point""}";48.86179700020304, 2.340608000188076
2021-1069;2021;Série TV;NOTRE-DAME, LA PART DU FEU;HERVÉ HADMAR;CHEYENNE FEDERATION;port de montebello, 75005 paris;75005;2021-07-22;2021-07-22;2.3497533;48.85190793;"{""coordinates"": [2.349753301772391, 48.85190792923757], ""type"": ""Point""}";48.85190792923757, 2.349753301772391
2016-2031;2016;Long métrage;LE REDOUTABLE;MICHEL HAZANAVICIUS;LES COMPAGNONS DU CINEMA;76  RUE  DE RENNES/CINEMA L'ARLEQUIN;75006;2016-08-11;2016-08-11;2.330648;48.851278;"{""coordinates"": [2.330648000481839, 48.85127799968585], ""type"": ""Point""}";48.85127799968585, 2.330648000481839
2016-2784;2016;Long métrage;PARIS, LA BLANCHE;LIDIA TERKI;DAY FOR NIGHT;7  RUE  DE PALI KAO;75020;2016-02-10;2016-02-10;2.381177;48.870025;"{""coordinates"": [2.381176999815339, 48.87002500040361], ""type"": ""Point""}";48.87002500040361, 2.381176999815339
2021-1082;2021;Série TV;NOTRE-DAME, LA PART DU FEU;HERVÉ HADMAR;CHEYENNE FEDERATION;24 boulevard saint-germain, 75005 paris;75005;2021-07-23;2021-07-23;2.3532672;48.84962934;"{""coordinates"": [2.35326719676241, 48.849629335902286], ""type"": ""Point""}";48.849629335902286, 2.35326719676241
2016-2038;2016;Long métrage;BURN OUT;YANN GOZLAN;2425 ING PRODUCTION;12  RUE  MAGENTA;93500;2016-09-26;2016-09-26;2.391091;48.90082;"{""coordinates"": [2.391091000103053, 48.90081999955871], ""type"": ""Point""}";48.90081999955871, 2.391091000103053
2020-1;2020;Long métrage;Un médecin de nuit - Partie 1;Elie Wajeman;Partizan Films;20 rue des annelets, 75019 paris;75019;2020-01-03;2020-01-06;2.38950936;48.87794941;"{""coordinates"": [2.389509358488644, 48.87794941037567], ""type"": ""Point""}";48.87794941037567, 2.389509358488644
2021-1094;2021;Long métrage;La Goutte d'Or;Clément Cogitore;Kazak Productions;68 boulevard ney, 75018 paris;75018;2021-07-28;2021-07-28;2.35684345;48.89874044;"{""coordinates"": [2.356843446413571, 48.898740438508554], ""type"": ""Point""}";48.898740438508554, 2.356843446413571
2016-2060;2016;Téléfilm;COUP DE FOUDRE A JAIPUR;ARNAULD MERCADIER;BIG BAND STORY;RUE  DE MADRID;75008;2016-03-31;2016-03-31;2.320229;48.878256;"{""coordinates"": [2.320228999618977, 48.8782560001662], ""type"": ""Point""}";48.8782560001662, 2.320228999618977
2020-28;2020;Série TV;LA FUGUE;XAVIER DURRINGER;RAMONA PRODUCTIONS;22 rue de l'aqueduc, 75010 paris;75010;2020-01-02;2020-01-02;2.36045594;48.88067317;"{""coordinates"": [2.360455936604945, 48.88067316689727], ""type"": ""Point""}";48.88067316689727, 2.360455936604945
2021-1142;2021;Long métrage;HAWAII;Mélissa Drigeard;MARVELOUS PRODUCTION;place d'anvers, 75009 paris;75009;2021-08-07;2021-08-07;2.34456108;48.88267891;"{""coordinates"": [2.344561077037159, 48.88267891138307], ""type"": ""Point""}";48.88267891138307, 2.344561077037159
2020-602;2020;Long métrage;Des vacances à tout prix;Stevan Lee Mraovitch;Charlotte Russe Films;rue simone weil, 75013 paris;75013;2020-10-06;2020-10-06;2.36403851;48.823516;"{""coordinates"": [2.364038512700174, 48.823516003690514], ""type"": ""Point""}";48.823516003690514, 2.364038512700174
2020-34;2020;Série TV;Arsène Lupin;Louis LETERRIER;Gaumont production télévision;pont des arts, 75001 paris;75001;2020-01-15;2020-01-15;2.33754677;48.85838862;"{""coordinates"": [2.3375467712017, 48.85838861560237], ""type"": ""Point""}";48.85838861560237, 2.3375467712017
2021-1152;2021;Série TV;IRMA VEP SERIAL;Olivier Assayas;LES FILMS MYSTERIEUX;4 rue agar, 75016 paris;75016;2021-08-04;2021-08-05;2.27394303;48.8514821;"{""coordinates"": [2.273943032547055, 48.85148209563049], ""type"": ""Point""}";48.85148209563049, 2.273943032547055
2020-647;2020;Série TV;Luther;David Morley;STORIA TELEVISION Luther;6 place de brazzaville, 75015 paris;75015;2020-10-14;2020-10-15;2.28532256;48.85078457;"{""coordinates"": [2.285322562789534, 48.85078456736051], ""type"": ""Point""}";48.85078456736051, 2.285322562789534
2020-54;2020;Série TV;Je Te Promets;Arnaud Selignac,;Authentic Prod;21 rue de l'université, 75007 paris;75007;2020-02-04;2020-02-06;2.32869863;48.85737008;"{""coordinates"": [2.328698625100643, 48.85737007435248], ""type"": ""Point""}";48.85737007435248, 2.328698625100643
2021-1158;2021;Long métrage;Avant l'effondrement;Benoît et Alice ZENITER;Elzevir Films;118 rue des poissonniers, 75018 paris;75018;2021-08-12;2021-08-12;2.3530143900000002;48.89449171;"{""coordinates"": [2.353014385266063, 48.894491713568875], ""type"": ""Point""}";48.894491713568875, 2.353014385266063
2020-661;2020;Série TV;YOUR HONOR;JULIUS BERG;FEDERATION ENTERTAINMENT;voie georges pompidou, 75016 paris;75016;2020-10-17;2020-10-17;2.2812313;48.85253459;"{""coordinates"": [2.281231301495851, 48.85253459096246], ""type"": ""Point""}";48.85253459096246, 2.281231301495851
2021-486;2021;Long métrage;NOTRE DAME BRULE;Jean-Jacques ANNAUD;PATHE PRODEXE;parvis notre-dame place jean-paul ii, 75004 paris;75004;2021-04-26;2021-05-04;2.34742343;48.85356537;"{""coordinates"": [2.347423428584992, 48.853565364492596], ""type"": ""Point""}";48.853565364492596, 2.347423428584992
2021-1165;2021;Série TV;OPERA SAISON 2;Cécile Ducrocq, Stephane Demoustier, Jean Baptiste Pouilloux;NEWEN FRANCE - Victoria Production;29 rue manin, 75019 paris;75019;2021-08-12;2021-08-12;2.3781742;48.87863347;"{""coordinates"": [2.378174198641374, 48.87863346680857], ""type"": ""Point""}";48.87863346680857, 2.378174198641374
2020-667;2020;Série TV;Luther;David Morley;STORIA TELEVISION Luther;4 rue camille tahan, 75018 paris;75018;2020-10-20;2020-10-20;2.32862311;48.88657091;"{""coordinates"": [2.328623110620526, 48.88657090855226], ""type"": ""Point""}";48.88657090855226, 2.328623110620526
2021-513;2021;Téléfilm;Le Furet;Thomas Sorriaux;Kader Aoun Studios;1 avenue dutuit, 75008 paris;75008;2021-05-03;2021-05-03;2.31543255;48.86523649;"{""coordinates"": [2.315432551209946, 48.865236491808176], ""type"": ""Point""}";48.865236491808176, 2.315432551209946
2021-1170;2021;Série TV;IRMA VEP SERIAL;Olivier Assayas;LES FILMS MYSTERIEUX;26 rue de charonne, 75011 paris;75011;2021-08-09;2021-08-09;2.37534428;48.85320848;"{""coordinates"": [2.37534428354253, 48.853208479180175], ""type"": ""Point""}";48.853208479180175, 2.37534428354253
2020-669;2020;Série TV;ARSENE LUPIN;Hugo Gélin;GAUMONT PRODUCTION TELEVISION;10 rue saint-marc, 75002 paris;75002;2020-10-20;2020-10-20;2.3413323999999998;48.87040621;"{""coordinates"": [2.341332397224873, 48.87040621053471], ""type"": ""Point""}";48.87040621053471, 2.341332397224873
2021-519;2021;Long métrage;le gout et les couleurs;Michel LECLERC;MANDARIN ET COMPAGNIE;27 quai de l'oise, 75019 paris;75019;2021-05-14;2021-05-18;2.38493332;48.89151687;"{""coordinates"": [2.38493331894967, 48.89151686959098], ""type"": ""Point""}";48.89151686959098, 2.38493331894967
2021-1179;2021;Série TV;I3P;Jérémy MINUI;Storia Télévision;27 avenue foch, 75116 paris;75116;2021-08-13;2021-08-13;2.28787934;48.87249093;"{""coordinates"": [2.287879343661168, 48.87249092967164], ""type"": ""Point""}";48.87249092967164, 2.287879343661168
2018-1058;2018;Long métrage;LUZ;Flora LAU;AMA Productions;24 rue des archives, 75004 paris;75004;2018-09-10;2018-09-11;2.35498864;48.85801162;"{""coordinates"": [2.354988640376962, 48.85801161550425], ""type"": ""Point""}";48.85801161550425, 2.354988640376962
2021-537;2021;Long métrage;Projet Film;Alexis Michalik;ACME FILMS;parc des buttes chaumont, 75019 paris;75019;2021-04-30;2021-04-30;2.38844084;48.87974848;"{""coordinates"": [2.38844084489223, 48.87974847982172], ""type"": ""Point""}";48.87974847982172, 2.38844084489223
2021-1187;2021;Long métrage;Avant l'effondrement;Benoît et Alice ZENITER;Elzevir Films;135 rue des poissonniers, 75018 paris;75018;2021-08-17;2021-08-17;2.35283676;48.89523791;"{""coordinates"": [2.35283676088348, 48.89523790877127], ""type"": ""Point""}";48.89523790877127, 2.35283676088348
2019-99;2019;Série TV;12 Points;Daniel Syrkin;BANDE ORGANISEE STUDIO;2 rue d'aubervilliers, 75019 paris;75019;2019-02-07;2019-02-07;2.36507661;48.88462824;"{""coordinates"": [2.36507661409183, 48.88462824182606], ""type"": ""Point""}";48.88462824182606, 2.36507661409183
2021-581;2021;Série TV;BALI MON AMOUR;LASIA FAUZIA SUSATYO;GHOSTS CITY;place de la concorde, 75008 paris;75008;2021-05-14;2021-05-14;2.32053484;48.8666995;"{""coordinates"": [2.320534842202644, 48.866699494682805], ""type"": ""Point""}";48.866699494682805, 2.320534842202644
2021-1200;2021;Série TV;Festa é Festa;António CORREIA;FROGGIE PRODUCTION;rue de buenos aires, 75007 paris;75007;2021-08-24;2021-08-24;2.29253915;48.85733339;"{""coordinates"": [2.29253915294782, 48.85733339215903], ""type"": ""Point""}";48.85733339215903, 2.29253915294782
2019-103;2019;Long métrage;Passion Simple;Danielle Arbid;LES FILMS PELLEAS;3 rue cujas, 75005 paris;75005;2019-02-11;2019-02-11;2.34444686;48.84716526;"{""coordinates"": [2.344446864941197, 48.8471652602944], ""type"": ""Point""}";48.8471652602944, 2.344446864941197
2016-1304;2016;Long métrage;GANGSTERDAM;ROMAIN LEVY;LES PRODUCTIONS DU TRESOR;49  RUE  PONTHIEU;75008;2016-08-09;2016-08-10;2.306111;48.871688;"{""coordinates"": [2.306110999989378, 48.87168799987137], ""type"": ""Point""}";48.87168799987137, 2.306110999989378
2021-1212;2021;Série TV;DV15;Viviane JUNDI;FILMING-VILLAPROD;144 voie georges pompidou, 75001 paris;75001;2021-09-01;2021-09-01;2.34415537;48.8579047;"{""coordinates"": [2.344155367749972, 48.85790469798827], ""type"": ""Point""}";48.85790469798827, 2.344155367749972
2019-107;2019;Long métrage;DOCTEUR ?;Tristan SEGUELA;Unité de Production;rue de mouzaïa, 75019 paris;75019;2019-01-30;2019-01-31;2.39502101;48.88031331;"{""coordinates"": [2.395021013789814, 48.88031330776578], ""type"": ""Point""}";48.88031330776578, 2.395021013789814
2016-1327;2016;Long métrage;DEMAIN ET TOUS LES AUTRES JOURS (2);NOVEMIE LVOVSKY;F COMME FILM;15  RUE  POLIVEAU;75005;2016-03-22;2016-03-22;2.360048;48.840246;"{""coordinates"": [2.360048000624603, 48.84024599984668], ""type"": ""Point""}";48.84024599984668, 2.360048000624603
2021-1237;2021;Série TV;GAPCI 2;;ITALIAN INTERNATIONAL FILM SRL;71 quai de valmy, 75010 paris;75010;2021-08-24;2021-08-24;2.36464387;48.87159242;"{""coordinates"": [2.364643874254752, 48.871592423543234], ""type"": ""Point""}";48.871592423543234, 2.364643874254752
2019-114;2019;Long métrage;Passion Simple;Danielle Arbid;LES FILMS PELLEAS;22 rue dauphine, 75006 paris;75006;2019-02-20;2019-02-21;2.33954425;48.85514119;"{""coordinates"": [2.339544249026412, 48.85514118664906], ""type"": ""Point""}";48.85514118664906, 2.339544249026412
2016-1329;2016;Long métrage;LE REDOUTABLE;MICHEL HAZANAVICIUS;LES COMPAGNONS DU CINEMA;35  RUE  DE BIEVRE;75005;2016-07-26;2016-07-27;2.350188;48.850564;"{""coordinates"": [2.350188000495235, 48.850564000331616], ""type"": ""Point""}";48.850564000331616, 2.350188000495235
2021-1263;2021;Série TV;GAPCI 2;;ITALIAN INTERNATIONAL FILM SRL;14 rue ravignan, 75018 paris;75018;2021-08-26;2021-08-26;2.33808262;48.88587428;"{""coordinates"": [2.338082615952964, 48.8858742832242], ""type"": ""Point""}";48.8858742832242, 2.338082615952964
2019-365;2019;Long métrage;L ile Flottante;Daniel COHEN;CINEFRANCE STUDIOS;chemin de ceinture du lac inférieur, 75016 paris;75016;2019-03-29;2019-03-29;2.26425028;48.86640764;"{""coordinates"": [2.264250280000241, 48.86640763841565], ""type"": ""Point""}";48.86640763841565, 2.264250280000241
2016-1349;2016;Long métrage;BEFIKRE;ADITYA CHOPRA;FIRSTEP;BOULEVARD  DU TEMPLE;75004;2016-06-01;2016-06-01;2.353918;48.859181;"{""coordinates"": [2.353918000362866, 48.859180999888764], ""type"": ""Point""}";48.859180999888764, 2.353918000362866
2021-1285;2021;Long métrage;WALANG KAPARIS;Sigrid Andrea Bernardo;WL PRODUCTIONS;30v quai de valmy, 75010 paris;75010;2021-08-26;2021-08-26;2.36695838;48.86887629;"{""coordinates"": [2.366958375798676, 48.86887629067176], ""type"": ""Point""}";48.86887629067176, 2.366958375798676
2016-512;2016;Long métrage;WAR MACHINE;DAVID MICHOD;FIRSTEP;RUE  GODOT DE MAUROY;75009;2016-01-31;2016-01-31;2.327149;48.871779;"{""coordinates"": [2.327148999583792, 48.87177900026138], ""type"": ""Point""}";48.87177900026138, 2.327148999583792
2016-1352;2016;Long métrage;BEFIKRE;ADITYA CHOPRA;FIRSTEP;RUE  ANDRE ANTOINE;75018;2016-02-25;2016-02-25;2.337688;48.88377;"{""coordinates"": [2.337687999857738, 48.88376999998449], ""type"": ""Point""}";48.88376999998449, 2.337687999857738
2021-1337;2021;Long métrage;LE COLIBRI;FRANCESCA ARCHIBUGI;LES FILMS DES TOURNELLES;rue princesse, 75006 paris;75006;2021-09-07;2021-09-09;2.33449368;48.8524523;"{""coordinates"": [2.334493684958655, 48.85245229934228], ""type"": ""Point""}";48.85245229934228, 2.334493684958655
2016-515;2016;Long métrage;GC5;GUILLAUME CANET;LES PRODUCTIONS DU TRESOR;3  RUE  DE CHAPTAL;75009;2016-02-17;2016-02-17;2.334476;48.880497;"{""coordinates"": [2.334475999880495, 48.88049700037533], ""type"": ""Point""}";48.88049700037533, 2.334475999880495
2020-77;2020;Série TV;Je Te Promets;Arnaud Selignac,;Authentic Prod;place charles dullin, 75018 paris;75018;2020-02-11;2020-02-11;2.3419017;48.88320546;"{""coordinates"": [2.341901700804725, 48.88320545921146], ""type"": ""Point""}";48.88320545921146, 2.341901700804725
2021-1385;2021;Série TV;BRUSSELS;Stephen Hopkins;LEONIS - Brussels;quai de la marne, 75019 paris;75019;2021-09-14;2021-09-15;2.38307699;48.88989684;"{""coordinates"": [2.383076987550222, 48.889896835016714], ""type"": ""Point""}";48.889896835016714, 2.383076987550222
2016-520;2016;Long métrage;DEMAIN ET TOUS LES AUTRES JOURS (2);NOVEMIE LVOVSKY;F COMME FILM;RUE  DE MADRID;75008;2016-04-14;2016-04-14;2.320229;48.878256;"{""coordinates"": [2.320228999618977, 48.8782560001662], ""type"": ""Point""}";48.8782560001662, 2.320228999618977
2020-78;2020;Série TV;Je Te Promets;Arnaud Selignac,;Authentic Prod;48 rue d'orsel, 75018 paris;75018;2020-02-11;2020-02-11;2.34212026;48.88356187;"{""coordinates"": [2.342120260645018, 48.88356186886989], ""type"": ""Point""}";48.88356186886989, 2.342120260645018
2021-1387;2021;Série Web;Pré-générique LOL, qui ris sort;Ludoc;Framework Productions;place de l'abbé basset, 75005 paris;75005;2021-10-21;2021-10-21;2.34792369;48.84673723;"{""coordinates"": [2.347923688963307, 48.846737225194005], ""type"": ""Point""}";48.846737225194005, 2.347923688963307
2016-530;2016;Long métrage;TELLE MERE TELLE FILLE;NOEMIE SAGLIO;PAN EUROPENNE PRODUCTION;20  RUE  CLAUZEL;75009;2016-07-20;2016-07-20;2.337952;48.87927;"{""coordinates"": [2.337951999769666, 48.8792700000612], ""type"": ""Point""}";48.8792700000612, 2.337951999769666
2020-102;2020;Série TV;Dix pour cent - Saison 4;Antoine GARCEAU - Marc FITOUSSI;Mon Voisin productions;82 boulevard de courcelles, 75017 paris;75017;2020-02-05;2020-02-05;2.30552816;48.87984375;"{""coordinates"": [2.305528157458496, 48.87984375335726], ""type"": ""Point""}";48.87984375335726, 2.305528157458496
2021-1467;2021;Long métrage;JOHN WICK 4;Chad STAHELSKI;LM 2021;rue foyatier, 75018 paris;75018;2021-10-13;2021-10-20;2.34243081;48.8852365;"{""coordinates"": [2.342430805936985, 48.8852364985366], ""type"": ""Point""}";48.8852364985366, 2.342430805936985
2016-535;2016;Long métrage;LES EX;MAURICE BARTHELEMY;RADAR FILMS;PLACE  FRANCOIS 1ER;75008;2016-08-22;2016-08-22;2.307927;48.866405;"{""coordinates"": [2.307926999772094, 48.866405000079794], ""type"": ""Point""}";48.866405000079794, 2.307926999772094
2020-131;2020;Téléfilm;BELLE BELLE BELLE;ANNE DEPETRINI;felicita films;esplanade renée lebas, 75011 paris;75011;2020-02-26;2020-02-26;2.38118871;48.85245648;"{""coordinates"": [2.381188713195516, 48.85245647451131], ""type"": ""Point""}";48.85245647451131, 2.381188713195516
2021-1532;2021;Long métrage;A MON SEUL DÉSIR;LUCIE BORLETEAU;APSARA FILMS;17 rue des grands champs, 75020 paris;75020;2021-10-28;2021-10-29;2.40070697;48.8507814;"{""coordinates"": [2.400706967119234, 48.85078139790051], ""type"": ""Point""}";48.85078139790051, 2.400706967119234
2016-583;2016;Long métrage;CORPORATE;NICOLAS SILHOL;KAZAK PRODUCTIONS;12  RUE  DES MATHURINS;75009;2016-03-08;2016-03-08;2.3296609999999998;48.872994;"{""coordinates"": [2.329660999440995, 48.872993999970475], ""type"": ""Point""}";48.872993999970475, 2.329660999440995
2021-665;2021;Long métrage;Un Beau matin;Mia Hansen Love;LES FILMS PELLEAS;18 quai d'orléans, 75004 paris;75004;2021-06-03;2021-06-05;2.35468078;48.85154519;"{""coordinates"": [2.3546807762453072, 48.8515451857101], ""type"": ""Point""}";48.8515451857101, 2.3546807762453072
2021-1541;2021;Long métrage;MATZ;David Fincher;LM2021;place de l'estrapade, 75005 paris;75005;2021-11-03;2021-11-04;2.34507568;48.84516844;"{""coordinates"": [2.34507568384122, 48.84516843702975], ""type"": ""Point""}";48.84516843702975, 2.34507568384122
2016-584;2016;Long métrage;C'EST TOUT POUR MOI;L. COLBEAU JUSTIN;LGM CINEMA;PLACE  DES ABBESSES;75018;2016-03-09;2016-03-09;2.338302;48.884608;"{""coordinates"": [2.338302000333199, 48.884608000210356], ""type"": ""Point""}";48.884608000210356, 2.338302000333199
2021-694;2021;Série TV;Drôle;Bryan Marciano et Farid Bentoumi;LES FILMS DU KIOSQUE;150 rue saint-maur, 75011 paris;75011;2021-06-03;2021-06-03;2.37445573;48.86904572;"{""coordinates"": [2.374455728534894, 48.86904571737774], ""type"": ""Point""}";48.86904571737774, 2.374455728534894
2021-1548;2021;Série TV;I3P;Jérémy MINUI;Storia Télévision;avenue reille, 75014 paris;75014;2021-10-29;2021-10-29;2.33749219;48.8243865;"{""coordinates"": [2.3374921874347763, 48.82438650388482], ""type"": ""Point""}";48.82438650388482, 2.3374921874347763
2016-598;2016;Long métrage;LEILA;NAIDRA AYADI;NOLITA CINEMA;BOULEVARD  SAINT DENIS;75002;2016-11-21;2016-11-21;2.353506;48.869313;"{""coordinates"": [2.353506000438044, 48.869312999909894], ""type"": ""Point""}";48.869312999909894, 2.353506000438044
2021-704;2021;Série TV;Emily in Paris;Darren Star;EIP PRODUCTIONS;place saint-andre des arts, 75006 paris;75006;2021-06-08;2021-06-08;2.34326714;48.85311718;"{""coordinates"": [2.343267142900688, 48.85311717586279], ""type"": ""Point""}";48.85311717586279, 2.343267142900688
2021-1561;2021;Série TV;Marion;Jacques KLUGER;NOLITA TV;23 rue d'alsace, 75010 paris;75010;2021-11-10;2021-11-11;2.3580215300000003;48.87765757;"{""coordinates"": [2.3580215347102262, 48.87765757283429], ""type"": ""Point""}";48.87765757283429, 2.3580215347102262
2016-603;2016;Série TV;QU'EST-CE QU'ON ATTEND POUR ETRE HEUREUX;ANNE GIAFFERI;GAZELLE ET CIE;3 ET 5  RUE  MEISSONNIER;75017;2016-11-21;2016-11-21;2.304309;48.883108;"{""coordinates"": [2.304308999344247, 48.8831079999571], ""type"": ""Point""}";48.8831079999571, 2.304308999344247
2021-735;2021;Long métrage;LES AMANDIERS;VALERIA BRUNI-TEDESCHI;AD VITAM PRODUCTION;11 rue chardon-lagache, 75016 paris;75016;2021-06-18;2021-06-18;2.26690759;48.84506869;"{""coordinates"": [2.266907591375769, 48.84506868697631], ""type"": ""Point""}";48.84506868697631, 2.266907591375769
2021-1590;2021;Série TV;CUISINE INTERNE;LOUIS FARGE;CINÉTÉVÉ;142 avenue des champs elysées, 75008 paris;75008;2021-11-17;2021-11-17;2.29879584;48.87294661;"{""coordinates"": [2.298795842806249, 48.8729466089589], ""type"": ""Point""}";48.8729466089589, 2.298795842806249
2016-2089;2016;Long métrage;THE ESCAPE;DOMINIC SAVAGE;HANNA FILMS;BOULEVARD  DE BONNE NOUVELLE;75010;2016-10-19;2016-10-19;2.3504490000000002;48.870428;"{""coordinates"": [2.350448999917637, 48.87042800030325], ""type"": ""Point""}";48.87042800030325, 2.350448999917637
2021-748;2021;Long métrage;NENEH SUPERSTAR  rouling;RAMZI BEN SLIMAN;GAUMONT;65 avenue kléber, 75116 paris;75116;2021-06-08;2021-06-08;2.28980154;48.86616372;"{""coordinates"": [2.289801537814153, 48.86616371660155], ""type"": ""Point""}";48.86616371660155, 2.289801537814153
2021-1595;2021;Long métrage;LE PARFUM VERT;Nicolas Pariser;BIZIBI;place colette, 75001 paris;75001;2021-11-08;2021-11-08;2.33557669;48.86326763;"{""coordinates"": [2.335576692706594, 48.86326762643846], ""type"": ""Point""}";48.86326762643846, 2.335576692706594
2016-2121;2016;Série TV;ENGRENAGES/SAISON 6/N° 1 A 6;FREDERIC JARDIN;SON ET LUMIERE;5  RUE  SAINTE HELENE;75013;2016-06-28;2016-06-28;2.352439;48.818568;"{""coordinates"": [2.352439000033294, 48.818567999709025], ""type"": ""Point""}";48.818567999709025, 2.352439000033294
2021-753;2021;Long métrage;L'ÉCOLE EST À NOUS;ALEXANDRE CASTAGNETTI;MANDARIN ET COMPAGNIE;avenue corentin cariou, 75019 paris;75019;2021-06-21;2021-06-22;2.38413258;48.89638046;"{""coordinates"": [2.384132579170059, 48.896380455512876], ""type"": ""Point""}";48.896380455512876, 2.384132579170059
2021-1599;2021;Long métrage;LE PARFUM VERT;Nicolas Pariser;BIZIBI;9 quai voltaire, 75007 paris;75007;2021-11-08;2021-11-08;2.33191507;48.8585611;"{""coordinates"": [2.331915068273554, 48.858561099864055], ""type"": ""Point""}";48.858561099864055, 2.331915068273554
2016-2128;2016;Série TV;ENGRENAGES SAISON 6/N° 7 A 12;FREDERIC MERMOUD;SON ET LUMIERE;PLACE  DE LA PORTE DE CHAMPERRET;75017;2016-10-03;2016-10-03;2.290286;48.885799;"{""coordinates"": [2.290285999807583, 48.88579899978307], ""type"": ""Point""}";48.88579899978307, 2.290285999807583
2021-754;2021;Long métrage;L'ÉCOLE EST À NOUS;ALEXANDRE CASTAGNETTI;MANDARIN ET COMPAGNIE;27 rue edouard pailleron, 75019 paris;75019;2021-07-05;2021-08-07;2.37793919;48.88112058;"{""coordinates"": [2.377939189083159, 48.88112058374739], ""type"": ""Point""}";48.88112058374739, 2.377939189083159
2021-1610;2021;Série TV;DESORDRES;Florence Foresti;ICONOCLAST FILMS;109 rue de turenne, 75003 paris;75003;2021-11-08;2021-11-12;2.36441082;48.86236221;"{""coordinates"": [2.364410819533496, 48.862362205549196], ""type"": ""Point""}";48.862362205549196, 2.364410819533496
2016-2150;2016;Long métrage;UNE SAISON EN FRANCE;MAHAMAT-SALEH HAROUN;PILI FILMS;PLACE  DE LA REUNION;75020;2016-11-21;2016-11-21;2.400886;48.855449;"{""coordinates"": [2.400886000271725, 48.85544899984328], ""type"": ""Point""}";48.85544899984328, 2.400886000271725
2021-758;2021;Long métrage;Une Histoire d'Amour 18 eme;Alexis Michalik;ACME FILMS;33 rue gabrielle, 75018 paris;75018;2021-06-16;2021-06-16;2.33990096;48.88592176;"{""coordinates"": [2.339900957149785, 48.88592176082808], ""type"": ""Point""}";48.88592176082808, 2.339900957149785
2021-1618;2021;Série TV;I3P;Jérémy MINUI;Storia Télévision;31 boulevard auguste blanqui, 75013 paris;75013;2021-11-08;2021-11-09;2.3519398;48.82991995;"{""coordinates"": [2.35193980157882, 48.8299199490972], ""type"": ""Point""}";48.8299199490972, 2.35193980157882
2020-706;2020;Série TV;The Pursuit of Love;Emily Mortimer;Froggie production;12 rue de nesle, 75006 paris;75006;2020-10-27;2020-10-27;2.33879882;48.85534923;"{""coordinates"": [2.338798817660665, 48.85534922740235], ""type"": ""Point""}";48.85534922740235, 2.338798817660665
2021-792;2021;Série TV;Emily in Paris;Darren Star;EIP PRODUCTIONS;45 boulevard raspail, 75006 paris;75006;2021-06-18;2021-06-19;2.32715551;48.85116966;"{""coordinates"": [2.327155512260934, 48.85116966022981], ""type"": ""Point""}";48.85116966022981, 2.327155512260934
2021-1620;2021;Série TV;Clem;Christophe Barraud;Merlin Productions;11 rue watt, 75013 paris;75013;2021-11-09;2021-11-09;2.38245265;48.8280454;"{""coordinates"": [2.382452647076359, 48.828045400091746], ""type"": ""Point""}";48.828045400091746, 2.382452647076359
2020-720;2020;Série TV;Arsène Lupin;Hugo GÉLIN;Gaumont production télévision;1 place du châtelet, 75001 paris;75001;2020-10-26;2020-11-03;2.34675812;48.85761396;"{""coordinates"": [2.346758121622797, 48.85761395570602], ""type"": ""Point""}";48.85761395570602, 2.346758121622797
2021-801;2021;Série TV;SYNDROME E;Laure DE BUTLER;ESCAZAL FILMS;cours de vincennes, 75020 paris;75020;2021-06-22;2021-06-22;2.40783865;48.84765905;"{""coordinates"": [2.407838647619998, 48.8476590472209], ""type"": ""Point""}";48.8476590472209, 2.407838647619998
2021-1624;2021;Série TV;DETOX;Marie Jardillier;CHAPKA TV;25 rue de picpus, 75012 paris;75012;2021-11-04;2021-11-04;2.39477044;48.84610204;"{""coordinates"": [2.3947704436062702, 48.84610203585118], ""type"": ""Point""}";48.84610203585118, 2.3947704436062702
2019-395;2019;Long métrage;UN VOYAGE EN HIVER;Claus DREXEL;MANEKI FILMS;place madeleine braun, 75010 paris;75010;2019-04-04;2019-04-04;2.35959082;48.87574738;"{""coordinates"": [2.359590815515516, 48.875747374601566], ""type"": ""Point""}";48.875747374601566, 2.359590815515516
2016-1390;2016;Série TV;LES BEAUX MALAISES;ERIC LAVAINE;THALIE IMAGES;15  AVENUE  FELIX D'HERELLE/TENNIS CLUB DE PARIS;75016;2016-02-05;2016-02-05;2.257044;48.834759;"{""coordinates"": [2.257043999457273, 48.83475900021366], ""type"": ""Point""}";48.83475900021366, 2.257043999457273
2021-1656;2021;Téléfilm;A MAN OF ACTION;JAVIER RUIZ CALDERA;Films en tête;pont alexandre iii, 75007 paris;75007;2021-11-19;2021-11-19;2.31348065;48.8631595;"{""coordinates"": [2.313480651338884, 48.8631594982296], ""type"": ""Point""}";48.8631594982296, 2.313480651338884
